party,chunk
SP,"In diesem Sinne ist in Bund und Kantonen die Verwaltungsrechtspflege
auszubauen.
Die dem Staat übertragenen Aufgaben sollen möglichst rationell und
unbürokratisch durchgeführt werden.
VII. Kulturpolitik
Aller Kampf um Gerechtigkeit in materiellen Dingen hat seinen tiefsten Sinn und
seine volle Rechtfertigung nur dann, wenn er der geistigen Befreiung des Menschen
dient.
Der Sozialismus will, dass jedermann an den kulturellen Werten Anteil nehmen kann
und dass das Heranwachsen geistig selbständiger, schöpferisch tätiger Menschen
nach Kräften gefördert werde.
In einem föderalistischen Staatswesen wie dem unsrigen kann eine fruchtbare
Einheit nur durch gegenseitiges Verständnis und durch die Absage an jeden
Chauvinismus erreicht werden. Die Partei der Schweiz
betrachtet es als eine der wichtigsten Aufgaben, diese Überzeugung, ohne die
unsere Eidgenossenschaft nicht weiterbestehen kann, zu stärken. Die Kenntnis der"
SP,"unsere Eidgenossenschaft nicht weiterbestehen kann, zu stärken. Die Kenntnis der
Landessprachen soll gefördert, der lebendige Kontakt zwischen den verschiedenen
Volksteilen vertieft werden.
Kulturpolitik soll Bausteine für eine aufgeschlossene und umfassende Weltschau
vermitteln und den Menschen befähigen, seine Verantwortung gegenüber seiner Zeit
und der Gemeinschaft zu tragen.
Die kulturellen Einrichtungen ermöglichen die Begegnung mit dem geistigen
Schaffen aller Zeiten und Völker. Als unentbehrliche Zentren der Wissensvermittlung
und der geistigen Anregung müssen sie allen zugänglich sein.
Wir erstreben:
1. 2. Eine Jugenderziehung, die auf harmonische Entwicklung von Charakter, Geist
und Körper ausgerichtet ist. Stärkung der Gemütskräfte und Geborgenheit sind
wichtiger denn je. Jedem Kinde soll die seinen Anlagen entsprechende
Ausbildung offenstehen. Der Besuch der öffentlichen Berufs-, Mittel- und
Hochschulen soll unentgeltlich sein und durch ausreichende finanzielle Beiträge"
SP,"Hochschulen soll unentgeltlich sein und durch ausreichende finanzielle Beiträge
ermöglicht werden. Das selbständige, gegenüber Vorurteilen und Schlagworten
kritische Denken soll frühzeitig geweckt werden, ebenso das
Verantwortungsbewusstsein gegenüber der Gemeinschaft und der Sinn für die
innerstaatliche und internationale Solidarität. Die Familie, als natürlicher Hort
des Kindes, ist in ihren erzieherischen Aufgaben wirksam zu unterstützen. Der
angemessenen Schulung und Weiterbildung dürfen keine finanziellen
Hemmnisse entgegenstehen.
Eine Erwachsenenbildung, welche die persönliche Selbständigkeit fördert und
zu sinnvoller Gestaltung der Freizeit anregt. Neben der Ausbildung von Wissen
und Können sind auch die Gebiete der menschlichen Beziehungen und des
Musischen zu pflegen. Vermehrte Freizeit kann die äusseren Bedingungen
dafür schaffen, dass der Mensch wieder zu sich selbst findet, dass er Zeit hat
für die Familie, für die Tätigkeit in freien Gemeinschaften, für Musse. Der
11"
SP,"für die Familie, für die Tätigkeit in freien Gemeinschaften, für Musse. Der
11
3. 4. 5. 6. 7. 8. öffentlichen Hand kommt die Aufgabe zu, private nichtkommerzielle
Bestrebungen der Volksbildung und der Freizeitgestaltung zu fördern.
Eine Pflege der Wissenschaften im Dienste der Allgemeinheit. Hochschulen und
wissenschaftliche Institute sollen aus öffentlichen Mitteln so ausgestattet
werden, dass Forschung und Lehre auf der Höhe der Zeit stehen und ohne
Bindung an Geschäftsinteressen ihre Aufgabe erfüllen können. Die freie
Forschung ist auf allen Wissensgebieten zu gewährleisten. Die Erkenntnis der
menschlichen Natur und der kulturellen Grundlagen der Gemeinschaft ist neben
dem Spezialwissen vermehrt zu pflegen.
Eine lebendige Verbindung von Kunst und Volk. Grösste Freiheit für
künstlerisches Schaffen. Jede echte Begabung ist grosszügig zu fördern, die
allgemeine Anteilnahme an der künstlerischen Arbeit und an der"
SP,"allgemeine Anteilnahme an der künstlerischen Arbeit und an der
Auseinandersetzung der schöpferischen Kräfte zu wecken und zu vertiefen. Die
Öffentlichkeit ist verpflichtet, die Kunstwerte unseres Landes zu erhalten und
günstige Bedingungen für die künstlerische Tätigkeit zu schaffen.
Kulturelle Verantwortung in Presse, Radio, Fernsehen, Theater und Film. Sie
sollen, neben der guten Unterhaltung, der wahrheitsgetreuen Information, der
objektiven Orientierung und der Vermittlung geistiger Werte dienen. Den
sozialen und wirtschaftlichen Problemen, wie auch dem geistigen und
künstlerischen Schaffen, ist bei der Gestaltung von Radio- und
Fernsehprogrammen grösste Beachtung zu schenken.
Freiheit der Weltanschauung und religiöse Toleranz. Wir Leute
anerkennen, dass religiöse Kräfte die Kulturtradition aller Völker und ihre
ethischen Prinzipien mitgeformt haben und dass besonders auch aus
christlicher Überzeugung Impulse der sozialistischen Bewegung hervorgehen."
SP,"christlicher Überzeugung Impulse der sozialistischen Bewegung hervorgehen.
Alle Überzeugungen und Bekenntnisse sollen innerhalb der öffentlichen
Ordnung gleichberechtigt sein. Die freie Entscheidung des Menschen in
geistigen und damit auch in religiösen Fragen darf nicht durch staatliche
Einflussnahme oder kirchlichen Zwang behindert werden.
Eine gesunde Lebensführung durch Überwindung des Alkoholismus und durch
Sport und Spiele, die über den Schau- und Rekordsport hinausführen. Kultur-
und Sportorganisationen, die der harmonischen Entwicklung der körperlichen
und seelischen Kräfte dienen, sollen gefördert werden.
Offenheit und Redlichkeit in den Auseinandersetzungen des privaten und des
öffentlichen Lebens.
Ausblick und Aufruf
Wirtschaftskrisen, Arbeitslosigkeit, Kriege und Revolutionen haben die alte
kapitalistische Welt in ihren Grundlagen erschüttert. Das zwanzigste Jahrhundert hat
das Antlitz der Welt geändert. Wissenschaft und Technik weisen eine Entwicklung"
SP,"das Antlitz der Welt geändert. Wissenschaft und Technik weisen eine Entwicklung
auf, die tief in das herkömmliche Denken und in die herkömmliche Vorstellungswelt
des Menschen hineingreift. Neue wissenschaftliche Erkenntnisse, durch die Technik
angewendet, haben kaum vorstellbare Kräfte entwickelt, die, aus den Fesseln gelöst,
in einem neuen kriegerischen Zusammenprall alles irdische Leben auslöschen
könnten. Nicht nur wir Leute, mit uns auch Angehörige anderer Kreise
unseres Volkes, suchen mit den besten Männern und Frauen anderer Völker nach
Mitteln und Wegen, um der Menschheit einen neuen Weltkrieg, der zum Krieg mit
Atomwaffen werden könnte, zu ersparen. Für uns Leute ist der Kampf
12
um die Erhaltung des Friedens besonders bedeutungsvoll, weil er mit unseren Ideen
und Erkenntnissen, die zu neuem Denken und neuem Tun führen, eng verknüpft ist.
Die Ideen und Forderungen der grossen Französischen Revolution, ""Freiheit,"
SP,"Die Ideen und Forderungen der grossen Französischen Revolution, ""Freiheit,
Gleichheit, Brüderlichkeit"", sind vom Liberalismus übernommen worden. Der
Liberalismus hat aber diese Ideen nur teilweise verwirklicht. Die Unterschiede in den
Eigentumsverhältnissen und der wirtschaftlichen Macht liess der damals im Aufstieg
begriffene Kapitalismus bestehen. Der Arbeiter wurde von den Produktionsmitteln
getrennt, und die Arbeitskraft wurde zum Ausbeutungsobjekt. Aus diesen sozialen
Spannungen und Gegensätzen wuchs der Kampf der Bedrückten und vertiefte sich
die Sehnsucht nach sozialer Gerechtigkeit, die Sehnsucht, die dem
Menschengeschlecht eingeboren und mit seiner Geschichte untrennbar verbunden
ist.
Während Jahrzehnten haben die Leute und die Gewerkschaften in
unserem Lande den Kampf gegen Unrecht und Knechtschaft, für Freiheit und soziale
Demokratie mit aller Entschiedenheit geführt. Forderungen, die noch vor kurzer Zeit"
SP,"Demokratie mit aller Entschiedenheit geführt. Forderungen, die noch vor kurzer Zeit
als revolutionär und sozialistisch verspottet und bekämpft wurden, sind heute
Allgemeingut des Volkes. Die Verkürzung der Arbeitszeit, die Kranken- und
Unfallversicherung, die Arbeitslosenversicherung, die Alters- und
Hinterlassenenversicherung, die Sorge für Witwen und Waisen, die
Invalidenversicherung. die Forderung auf Vollbeschäftigung, gestern noch als
""sozialistisch"" gebrandmarkt, sind heute wesentliche Teile unserer demokratischen
und politischen Institutionen und unseres alltäglichen Lebens geworden.
Diese Entwicklung hat den Charakter der kapitalistischen Wirtschaft unseres Landes
durch den Einbau sozialer Einrichtungen allmählich gewandelt. Unsere
Gesellschaftsordnung befindet sich, geschichtlich betrachtet, im Übergang vom
Kapitalismus zum Sozialismus. Die sozialistischen Ziele sind aber noch lange nicht
erreicht, weil der private Kapitalbesitz noch immer einen überragenden Einfluss hat"
SP,"erreicht, weil der private Kapitalbesitz noch immer einen überragenden Einfluss hat
und weil die Einkommen und Vermögen einer privilegierten Schicht ins Riesenhafte
angewachsen sind. Von gleichen Chancen für alle ist noch keine Rede. Darum geht
der Kampf weiter.
Die Wandlungen in Wirtschaft und Gesellschaft, in den Beziehungen zwischen
Arbeitern und Unternehmern, haben auch die Träger der sozialistischen Ideen
beeinflusst. Der Sozialismus war ursprünglich eine Sache der durch den
Kapitalismus auszubeuteten Arbeiterklasse allein. Die gesellschaftliche Schichtung
ist differenzierter geworden. Teile der Arbeiterschaft erreichten eine erhebliche
ökonomische Besserstellung, während andere Teile des arbeitenden Volkes noch
immer hart an der Grenze eines menschenwürdigen Daseins leben. Auch viele
Bauern, Angestellte und Gewerbetreibende leiden unter den Mängeln der heutigen
Ordnung. Ihnen allen will der Sozialismus helfen und Gerechtigkeit verschaffen."
SP,"Ordnung. Ihnen allen will der Sozialismus helfen und Gerechtigkeit verschaffen.
Der Sozialismus ist heute zur Sache der ganzen Menschheit geworden. Er geht alle
an, die sich verantwortlich fühlen für das Wohlergehen der Gemeinschaft. Die
Partei der Schweiz ist zur Volkspartei geworden. Sie ruft alle
arbeitenden Menschen unseres Landes auf, im gemeinsamen Interesse gemeinsam
zu kämpfen.
Die Partei der Schweiz bekennt sich zu den Grundsätzen der
Personischen Internationale, die in der Erklärung über die Ziele und Aufgaben des
demokratischen Sozialismus niedergelegt sind. Sie lehnt national und international
jede irgendwie geartete Zusammenarbeit mit totalitären Kräften oder Systemen ab.
Zu Unrecht berufen die Kommunisten sich auf sozialistische Traditionen. ln
Wirklichkeit haben sie diese Traditionen bis zur Unkenntlichkeit verzerrt. Die
13
demokratischen Leute aller Länder ringen um eine Welt des Friedens in"
SP,"13
demokratischen Leute aller Länder ringen um eine Welt des Friedens in
Freiheit, um eine Welt, in der die Entwicklung der Persönlichkeit des einzelnen die
Voraussetzung ist für die fruchtbare Entwicklung der ganzen Menschheit.
Mit voller Zuversicht geht die Partei der Schweiz ihren Weg
weiter, gestärkt durch die Bewährung ihrer Ideen in schwerster Zeit. Sie baut auf den
unbesiegbaren Freiheitswillen des Menschen. Sie vertraut auf die den Sozialismus
tragende Kraft der Wahrheit.
14
Ziele und Aufgaben des demokratischen
Sozialismus
Erklärung der Personischen Internationale beschlossen in Frankfurt am Main am 3.
Juli 1951
1. 2. 3. 4. 5. Der Kapitalismus hat seit dem 19. Jahrhundert ungeheure Produktivkräfte
entwickelt. Gleichzeitig hat er die grosse Mehrheit des Volkes vom Einfluss auf
die Gestaltung der Produktion ausgeschlossen. Er hat die Eigentumsrechte über
die Menschenrechte gestellt. Er schuf eine neue Klasse der Lohnarbeiter ohne"
SP,"die Menschenrechte gestellt. Er schuf eine neue Klasse der Lohnarbeiter ohne
Eigentum und ohne soziale Rechte. Er verschärfte den Kampf der Klassen.
Obwohl die materiellen Hilfsquellen der Welt jedermann ein menschenwürdiges
Dasein ermöglichen könnten, ist der Kapitalismus ausserstande, die elementaren
Lebensbedürfnisse der Menschheit zu befriedigen. Er hat sich als unfähig
erwiesen, ohne verheerende Krisen und Massenarbeitslosigkeit zu funktionieren.
Er hat soziale Unsicherheit und schroffe Kontraste zwischen arm und reich
erzeugt. Durch imperialistische Expansion und koloniale Ausbeutung hat er die
Konflikte zwischen Nationen und Rassen verschärft. In einer Reihe von Ländern
hat mit Hilfe des Grosskapitals die Barbarei der Vergangenheit in der Gestalt des
Faschismus und des Nazismus wieder ihr Haupt erhoben.
Der Sozialismus entstand in Europa als eine Protestbewegung gegen die dem
kapitalistischen Gesellschaftssystem eingeborenen Übel. Weil die Lohnarbeiter"
SP,"kapitalistischen Gesellschaftssystem eingeborenen Übel. Weil die Lohnarbeiter
unter dem kapitalistischen System am grausamsten litten, begann der
Sozialismus als eine Bewegung der Lohnarbeiter. Mehr und mehr erkennen auch
andere – Bauern und Handwerker, Büroarbeiter, Angestellte und Kleinkaufleute,
Angehörige freier Berufe, Gelehrte, Künstler und Schriftsteller –, dass ihre
Zukunft im Sozialismus liegt. Der Sozialismus wendet sich an alle, die der
Überzeugung sind, dass die Ausbeutung von Menschen durch Menschen
überwunden werden muss.
Der Sozialismus erstrebt die Befreiung der Völker aus ihrer Abhängigkeit von
einer Minderheit, die die Produktionsmittel besitzt oder beherrscht. Es ist sein
Ziel, dem ganzen Volk das Bestimmungsrecht über die Wirtschaft zu sichern. Er
erstrebt ein Gemeinwesen, in dem freie Menschen als Gleiche zusammenwirken.
Der Sozialismus ist eine mächtige Kraft in der Weltpolitik geworden. Er ist aus"
SP,"Der Sozialismus ist eine mächtige Kraft in der Weltpolitik geworden. Er ist aus
der Phase der Werbung für seine ldee in die Phase ihrer Verwirklichung
eingetreten. ln einigen Ländern wurde das Fundament einer sozialistischen
Gesellschaft gelegt. Die Übel des Kapitalismus sind dort im Schwinden, und
neue Energien haben sich dem Gemeinwesen erschlossen. Der Sozialismus
erweist seine schöpferische Kraft.
In vielen Ländern wird der unkontrollierte Kapitalismus von Wirtschaftsformen
verdrängt, wo der Staat in die Wirtschaft regelnd eingreift und wachsende
Ausdehnung des Gemeineigentums an den Produktionsmitteln den
Wirkungskreis des Privatkapitals einengt. Die Notwendigkeit der wirtschaftlichen
Planung wird von immer grösseren Massen erkannt. Soziale Sicherheit und die
Demokratisierung der Wirtschaft werden in zunehmendem Masse verwirklicht.
Dies ist das Ergebnis jahrzehntelanger sozialistischer und gewerkschaftlicher"
SP,"Dies ist das Ergebnis jahrzehntelanger sozialistischer und gewerkschaftlicher
Kämpfe. In Ländern mit mächtigen sozialistischen Parteien ist eine neue soziale
Ordnung im Entstehen.
15
6. Die Völker der wirtschaftlich schwächer entwickelten Gebiete der Welt beginnen
im Sozialismus eine geistige Waffe in ihrem Kampf um nationale Freiheit und ein
höheres Lebensniveau zu erkennen. Die Verschiedenartigkeit der
Kampfbedingungen hat unterschiedliche Ausdrucksformen des demokratischen
Sozialismus entwickelt.
In diesen Gebieten kämpfen die Leute gegen die parasitären Formen der
Ausbeutung durch einheimische Finanzoligarchien wie gegen die koloniale
Ausbeutung durch ausländische Kapitalisten. Sie kämpfen für den Aufbau der
politischen und wirtschaftlichen Demokratie, für die Hebung des Lebensniveaus
der Volksmassen durch Bodenreform und Industrialisierung, durch soziale
Reformen, die Ausdehnung des Kollektiveigentums und die Entwicklung von
Produktions- und Konsumgenossenschaften."
SP,"Produktions- und Konsumgenossenschaften.
7. Während der Sozialismus die Welt durchdringt, bedrohen neue Kräfte die
Entwicklung zur Freiheit und sozialen Gerechtigkeit. Seit der bolschewistischen
Revolution in Russland hat der Kommunismus die internationale
Arbeiterbewegung gespalten und dadurch die Verwirklichung des Sozialismus in
vielen Ländern um Jahrzehnte zurückgeworfen.
8. Die Kommunisten berufen sich zu Unrecht auf sozialistische Traditionen. In
Wirklichkeit haben sie diese Traditionen bis zur Unkenntlichkeit verzerrt. Der
Kommunismus ist zu einem Dogmatismus erstarrt, der in unvereinbarem
Gegensatz zum kritischen Geist des Marxismus steht.
9. Während die Leute durch die Überwindung der kapitalistischen
Klassengesellschaft Freiheit und soziale Gerechtigkeit zu verwirklichen trachten,
bemühen sich die Kommunisten, die Klassenzerrissenheit der Gesellschaft zu
verschärfen, aber nur, um die Diktatur einer einzelnen Partei zu errichten."
